,brand,3G,4G,5G,Announced,Weight,Length,Width,Diameter,Display Type,Display Size,ppi,body ratio,OS,battery_capacity,Price,CPU,pixel,Loudspeaker,3.5mm jack,Chipset,RAM,Storage,Micro-SIM,Mini-SIM,Nano-SIM,eSIM,ratio_1,ratio_2
1785,12,True,True,True,2020,213.0,163.3,75.4,9.1,0,6.67,395.0,87.2,0,4500.0,250.0,8.0,2592000.0,False,False,4,6.0,128.0,False,False,True,False,20.0,9.0
22,0,True,False,False,2019,148.0,136.6,65.3,10.0,1,5.0,215.0,72.3,0,2000.0,70.0,4.0,460800.0,True,True,7,1.0,8.0,False,False,True,False,18.0,9.0
356,4,True,True,True,2022,205.5,166.3,76.9,9.4,1,6.6,400.0,82.0,0,4520.0,460.0,8.0,2604960.0,True,True,6,8.0,128.0,False,False,True,False,20.0,9.0
2234,10,True,True,False,2014,145.0,142.0,72.5,8.1,6,5.1,432.0,69.6,0,2800.0,420.0,4.0,2073600.0,True,True,6,2.0,16.0,True,False,False,False,16.0,9.0
1277,9,True,False,False,2014,130.0,134.7,68.5,8.7,3,4.7,316.0,64.3,1,2200.0,170.0,4.0,921600.0,True,True,6,1.0,8.0,True,False,False,False,16.0,9.0
1312,9,True,False,False,2011,142.0,116.5,61.2,12.1,0,3.7,252.0,54.7,1,1450.0,140.0,5.847807757166947,384000.0,True,True,6,0.5,16.0,True,False,False,False,5.0,3.0
1635,12,True,True,True,2023,195.0,168.1,77.9,8.2,1,6.74,260.0,83.8,0,5000.0,130.0,8.0,1152000.0,True,True,4,4.0,128.0,False,False,True,False,20.0,9.0
550,5,True,True,False,2021,180.0,161.5,74.8,7.5,3,6.5,405.0,84.4,1,3800.0,290.0,8.0,2592000.0,True,False,3,8.0,128.0,False,False,True,False,20.0,9.0
340,3,True,False,False,2012,130.0,135.0,70.0,8.6,6,4.65,316.0,63.1,0,1600.0,210.0,2.0,921600.0,True,True,4,1.0,4.0,False,True,False,False,16.0,9.0
431,4,True,True,False,2014,155.0,157.7,78.7,7.7,2,5.5,267.0,67.2,0,2600.0,340.0,8.0,921600.0,False,True,6,2.0,16.0,False,False,True,False,16.0,9.0
473,4,True,False,False,2012,119.0,119.5,62.3,9.5,1,4.0,233.0,61.2,0,1650.0,150.0,5.847807757166947,384000.0,True,True,6,0.5,4.0,False,True,False,False,5.0,3.0
217,2,True,False,False,2015,140.0,143.7,71.5,10.5,7,5.0,294.0,67.1,0,2040.0,200.0,4.0,921600.0,True,True,6,2.0,8.0,True,False,False,False,16.0,9.0
911,7,True,True,False,2016,158.0,153.6,76.5,9.2,1,5.5,401.0,71.0,0,3300.0,190.0,8.0,2073600.0,False,True,4,2.0,8.0,True,False,False,False,16.0,9.0
1227,9,True,True,True,2021,210.0,168.9,79.7,9.1,1,6.67,395.0,79.8,0,4470.0,150.0,8.0,2592000.0,True,True,6,6.0,64.0,False,False,True,False,20.0,9.0
2096,10,True,True,False,2018,191.0,162.4,77.0,7.6,6,6.3,392.0,80.6,0,3700.0,350.0,8.0,2397600.0,True,True,6,4.0,64.0,False,False,True,False,5.0,9.0
1011,8,True,True,False,2020,170.0,147.3,71.0,8.9,1,5.71,293.0,78.1,0,3450.0,130.0,8.0,1088640.0,True,True,7,3.0,32.0,False,False,True,False,19.0,9.0
957,7,True,False,False,2014,121.0,117.0,63.5,12.2,1,4.0,233.0,61.3,0,1300.0,50.0,2.0,384000.0,True,True,4,0.5,4.0,False,True,False,False,5.0,3.0
1773,12,True,True,False,2020,198.0,162.3,77.3,9.6,1,6.53,395.0,83.4,0,6000.0,130.0,8.0,2527200.0,False,True,6,4.0,128.0,False,False,True,False,5.0,9.0
93,1,True,True,True,2022,144.0,138.4,67.3,7.3,1,4.7,326.0,65.4,2,2018.0,199.9,6.0,1000500.0,False,False,0,4.0,64.0,False,False,False,True,16.0,9.0
1008,8,True,True,True,2020,193.0,166.5,77.3,8.5,1,6.67,395.0,83.5,0,4000.0,360.0,8.0,2592000.0,False,True,6,6.0,128.0,False,False,True,False,20.0,9.0
1070,8,True,True,False,2016,139.0,148.9,74.9,7.9,1,5.3,277.0,69.4,0,4100.0,130.0,4.0,921600.0,True,True,6,2.0,16.0,False,False,True,False,16.0,9.0
1092,8,True,True,False,2015,138.9,129.9,64.9,10.9,1,4.5,218.0,66.2,0,1900.0,90.0,4.0,409920.0,True,True,6,1.0,8.0,True,False,False,False,16.0,9.0
2090,10,True,True,False,2018,177.0,160.6,76.1,7.9,1,6.0,274.0,74.8,0,3300.0,150.0,4.0,1065600.0,True,True,6,1.0,16.0,False,False,True,False,5.0,9.0
1308,9,True,False,False,2012,142.0,116.5,61.2,12.1,0,3.7,252.0,54.7,1,1450.0,170.0,5.847807757166947,384000.0,True,True,6,0.5,16.0,True,False,False,False,5.0,3.0
696,5,True,True,False,2016,278.0,191.8,107.0,8.5,1,7.0,170.0,67.2,0,4100.0,150.0,4.0,614400.0,True,True,7,1.0,8.0,True,False,False,False,16.0,9.0
1109,8,True,False,False,2014,145.0,127.5,67.9,11.9,1,4.5,207.0,66.6,0,1900.0,110.0,4.0,384000.0,True,True,6,1.0,4.0,True,False,False,False,5.0,3.0
996,7,True,False,False,2012,161.0,130.5,71.2,11.0,1,4.5,326.0,60.1,0,1900.0,190.0,5.847807757166947,921600.0,True,True,2,1.0,16.0,False,True,False,False,16.0,9.0
1458,13,True,True,True,2022,215.0,170.6,78.3,9.5,0,6.8,387.0,83.6,0,4500.0,590.0,8.0,2592000.0,False,True,6,8.0,128.0,False,False,True,False,20.0,9.0
1679,12,True,True,True,2022,200.0,164.0,76.1,8.9,1,6.58,401.0,83.6,0,5000.0,180.0,8.0,2600640.0,True,True,4,4.0,64.0,False,False,True,False,20.0,9.0
153,2,True,True,True,2021,230.0,165.0,77.3,9.6,6,6.67,395.0,84.2,0,5000.0,380.0,8.0,2592000.0,False,False,6,8.0,128.0,False,False,True,False,20.0,9.0
1099,8,True,True,False,2015,137.0,139.8,69.9,10.1,1,5.0,294.0,70.5,0,2540.0,140.0,4.0,921600.0,True,True,4,1.0,8.0,True,False,False,False,16.0,9.0
246,2,True,False,False,2015,145.0,148.2,72.8,10.3,1,5.0,294.0,63.9,0,2110.0,120.0,2.0,921600.0,True,True,2,2.0,8.0,True,False,False,False,16.0,9.0
2347,10,True,False,False,2010,119.0,122.4,64.2,9.9,6,4.0,233.0,58.0,0,1500.0,120.0,5.847807757166947,384000.0,True,True,1,0.5,8.0,False,True,False,False,5.0,3.0
789,6,True,True,False,2024,189.0,163.6,75.6,8.5,1,6.6,267.0,84.6,0,5000.0,100.0,8.0,1160640.0,True,True,4,4.0,64.0,False,False,True,False,20.0,9.0
580,5,True,True,True,2020,182.0,160.0,75.3,8.4,1,6.5,405.0,84.7,0,4000.0,220.0,8.0,2592000.0,True,True,4,6.0,64.0,False,False,True,False,20.0,9.0
1470,13,True,True,False,2021,170.0,165.2,75.2,8.3,1,6.52,269.0,82.6,0,3200.0,110.0,8.0,1152000.0,True,False,4,3.0,32.0,False,False,True,False,20.0,9.0
703,5,False,True,False,2016,144.0,145.0,70.9,7.0,1,5.2,423.0,72.9,0,3000.0,340.0,8.0,2073600.0,True,True,3,3.0,32.0,False,False,True,False,16.0,9.0
1212,9,True,True,False,2022,172.5,156.5,73.1,8.8,1,6.09,282.0,79.6,0,4000.0,60.0,4.0,1123200.0,True,True,4,3.0,32.0,False,False,True,False,5.0,9.0
1295,9,True,True,False,2013,158.0,130.4,71.4,10.4,0,4.5,332.0,61.9,1,2000.0,400.0,2.0,983040.0,True,True,6,2.0,32.0,True,False,False,False,5.0,3.0
896,7,True,True,False,2016,218.0,173.9,88.3,9.6,1,6.4,344.0,73.5,0,4050.0,250.0,8.0,2073600.0,True,True,4,3.0,32.0,False,False,True,False,16.0,9.0
1908,12,True,False,False,2012,145.0,126.0,62.0,10.2,1,4.3,342.0,65.2,0,2000.0,250.0,4.0,921600.0,True,True,6,2.0,16.0,False,True,False,False,16.0,9.0
1260,9,True,True,False,2018,151.0,147.2,71.0,8.0,1,5.8,432.0,81.5,0,3060.0,160.0,8.0,2462400.0,True,True,6,4.0,32.0,False,False,True,False,19.0,9.0
487,4,True,True,False,2011,176.9,128.8,67.1,11.2,2,4.5,245.0,64.6,0,1620.0,160.0,2.0,518400.0,True,True,6,1.0,16.0,False,True,False,False,16.0,9.0
1624,13,True,False,False,2011,158.0,128.6,67.8,10.5,7,4.3,217.0,60.4,1,1400.0,210.0,5.847807757166947,384000.0,True,True,6,0.5,4.0,False,True,False,False,5.0,3.0
559,5,True,True,True,2021,460.0,246.0,159.0,7.2,1,10.8,280.0,86.5,1,7250.0,500.0,8.0,4096000.0,False,False,6,6.0,128.0,False,False,True,False,16.0,10.0
1141,8,True,True,False,2013,143.0,138.5,70.9,8.9,1,5.2,424.0,75.9,0,3000.0,270.0,4.0,2073600.0,True,True,6,2.0,16.0,True,False,False,False,16.0,9.0
2186,10,True,True,False,2015,151.0,158.0,76.8,5.9,6,5.7,386.0,73.8,0,3050.0,280.0,8.0,2073600.0,True,True,6,2.0,32.0,False,False,True,False,16.0,9.0
1119,8,True,True,False,2014,149.0,146.3,74.6,8.9,1,5.5,538.0,75.3,0,3000.0,300.0,4.0,3686400.0,True,True,6,2.0,16.0,True,False,False,False,16.0,9.0
801,6,True,True,False,2022,202.0,172.6,77.7,8.7,1,6.82,257.0,83.7,0,5000.0,100.0,8.0,1152000.0,True,True,4,2.0,64.0,False,False,True,False,20.0,9.0
1774,12,True,True,False,2020,198.0,162.3,77.3,9.6,1,6.53,395.0,83.4,0,6000.0,149.99,8.0,2527200.0,False,True,6,4.0,64.0,False,False,True,False,5.0,9.0
512,4,True,False,False,2011,420.8,195.4,122.0,13.2,2,7.0,170.0,57.8,0,4000.0,300.0,5.847807757166947,614400.0,True,True,6,1.0,16.0,False,True,False,False,16.0,9.0
633,5,True,True,False,2019,150.0,156.3,73.5,8.0,1,6.09,282.0,79.2,0,3020.0,130.0,4.0,1123200.0,True,True,4,2.0,32.0,False,False,True,False,5.0,9.0
1991,10,True,True,False,2021,196.0,164.2,75.9,9.1,2,6.5,270.0,81.8,0,5000.0,100.0,8.0,1152000.0,True,True,6,3.0,32.0,False,False,True,False,20.0,9.0
1664,12,True,True,False,2023,192.0,164.9,76.8,9.1,1,6.52,269.0,81.0,0,5000.0,80.0,4.0,1152000.0,True,True,4,2.0,32.0,False,False,True,False,20.0,9.0
1012,8,True,True,False,2020,191.0,164.5,77.5,8.4,1,6.53,394.0,82.5,0,4000.0,300.0,8.0,2527200.0,True,True,4,4.0,64.0,False,False,True,False,5.0,9.0
1931,10,True,True,True,2023,202.0,167.7,78.0,9.1,2,6.6,400.0,80.2,0,5000.0,119.06,8.0,2600640.0,True,True,4,4.0,64.0,False,False,True,False,20.0,9.0
1416,11,True,True,False,2012,120.0,129.0,65.0,10.7,7,4.3,342.0,60.8,0,1750.0,230.0,2.0,921600.0,True,True,6,1.0,8.0,True,False,False,False,16.0,9.0
1150,8,True,False,False,2013,100.0,118.4,62.2,9.2,1,4.0,233.0,61.8,0,1700.0,120.0,5.847807757166947,384000.0,True,True,4,0.5,4.0,False,True,False,False,5.0,3.0
790,6,True,True,False,2023,184.0,163.6,75.6,8.5,1,6.6,267.0,84.6,0,5000.0,100.0,8.0,1160640.0,True,True,7,3.0,64.0,False,False,True,False,20.0,9.0
2198,10,True,False,False,2015,122.0,129.0,68.2,8.9,7,4.3,217.0,59.8,0,1850.0,110.0,2.0,384000.0,True,True,7,0.5,4.0,True,False,False,False,5.0,3.0
116,1,True,True,False,2018,469.0,240.0,169.5,7.5,1,9.7,264.0,71.6,2,8827.0,350.0,4.0,3145728.0,False,True,0,2.0,32.0,False,False,False,True,4.0,3.0
1497,13,True,True,True,2020,220.0,168.6,78.0,9.8,0,6.65,388.0,82.5,0,4500.0,540.0,8.0,2527200.0,False,True,6,8.0,128.0,False,False,True,False,5.0,9.0
740,5,True,True,False,2014,202.0,161.0,84.7,9.5,1,6.1,241.0,75.2,0,4050.0,330.0,4.0,921600.0,True,True,6,2.0,16.0,True,False,False,False,16.0,9.0
2165,10,True,True,False,2016,131.0,132.6,69.3,8.9,6,4.5,207.0,62.7,0,2050.0,130.0,4.0,384000.0,True,True,7,1.0,8.0,True,False,False,False,5.0,3.0
1974,10,True,True,True,2021,199.0,164.6,76.3,8.7,7,6.6,400.0,83.6,0,4500.0,260.0,8.0,2600640.0,True,True,6,8.0,128.0,False,False,True,False,20.0,9.0
1081,8,True,True,False,2016,142.0,155.0,79.6,7.4,1,5.7,258.0,72.6,0,3000.0,170.0,4.0,921600.0,True,True,6,1.5,16.0,True,False,False,False,16.0,9.0
1627,12,True,True,False,2024,188.0,161.1,75.0,8.0,0,6.67,395.0,88.9,0,5000.0,283.0,8.0,2592000.0,False,True,4,8.0,256.0,False,False,True,False,20.0,9.0
1810,12,True,True,True,2020,208.0,162.5,74.8,9.0,6,6.67,386.0,89.8,0,4500.0,930.0,8.0,2527200.0,False,False,6,8.0,256.0,False,False,True,False,5.0,9.0
830,7,True,True,False,2022,460.0,239.8,158.6,8.5,1,10.1,224.0,77.8,0,5100.0,200.0,8.0,2304000.0,False,True,7,3.0,32.0,False,False,True,False,16.0,10.0
119,1,True,True,False,2017,148.0,138.4,67.3,7.3,1,4.7,326.0,65.4,2,1821.0,210.0,6.0,1000500.0,False,False,0,2.0,64.0,False,False,True,False,16.0,9.0
656,5,True,True,False,2018,180.0,155.0,73.9,7.8,3,6.1,408.0,82.0,0,4000.0,410.0,8.0,2419200.0,False,False,3,6.0,64.0,False,False,True,False,7.0,9.0
2141,10,True,True,False,2016,127.0,121.5,63.0,10.8,7,4.0,233.0,59.5,1,1500.0,80.0,4.0,384000.0,True,True,7,1.0,8.0,True,False,False,False,5.0,3.0
2105,10,True,True,False,2018,189.0,158.1,73.8,8.5,6,6.2,529.0,84.2,0,3500.0,179.0,8.0,4262400.0,False,True,6,4.0,64.0,False,False,True,False,5.0,9.0
2296,10,True,True,False,2012,133.0,136.6,70.6,8.6,6,4.8,306.0,65.9,0,2100.0,310.0,2.0,921600.0,True,True,6,2.0,16.0,True,False,False,False,16.0,9.0
635,5,True,True,False,2019,168.0,158.9,76.9,8.1,1,6.26,269.0,80.0,0,4000.0,200.0,8.0,1094400.0,True,True,6,3.0,32.0,False,False,True,False,19.0,9.0
369,4,True,True,False,2019,180.0,156.6,75.9,8.0,3,6.0,402.0,78.2,0,3930.0,420.0,8.0,2332800.0,False,False,6,6.0,128.0,False,False,True,False,18.0,9.0
268,3,True,True,False,2021,201.0,165.2,76.9,8.9,1,6.7,393.0,85.3,0,5000.0,150.0,8.0,2592000.0,True,True,4,6.0,128.0,False,False,True,False,20.0,9.0
655,5,True,True,False,2018,183.0,152.9,72.5,8.5,3,6.0,538.0,83.5,0,4000.0,1300.0,8.0,4147200.0,False,False,3,6.0,256.0,False,False,True,False,18.0,9.0
2192,10,True,True,False,2015,132.0,142.0,70.1,7.1,6,5.1,576.0,72.0,0,2600.0,450.0,8.0,3686400.0,True,True,1,3.0,32.0,False,False,True,False,16.0,9.0
935,7,True,True,False,2015,360.0,210.0,125.0,8.9,1,8.0,184.0,74.6,0,4290.0,120.0,4.0,1024000.0,False,True,4,1.0,8.0,True,False,False,False,16.0,10.0
822,6,True,True,False,2019,166.0,157.0,75.7,8.0,1,6.2,260.0,83.5,0,4000.0,100.0,4.0,1036800.0,True,True,4,1.0,16.0,True,False,False,False,18.0,9.0
866,7,True,True,False,2018,165.0,156.0,75.0,8.0,1,5.99,403.0,79.1,0,4050.0,150.0,8.0,2332800.0,False,True,6,4.0,64.0,False,False,True,False,18.0,9.0
46,0,True,False,False,2015,335.0,209.0,124.0,9.2,7,8.0,189.0,71.6,0,3240.0,100.0,2.0,1024000.0,True,True,4,1.0,4.0,True,False,False,False,16.0,10.0
1373,11,True,True,False,2015,135.0,145.5,72.6,7.3,1,5.0,294.0,65.2,0,2400.0,200.0,8.0,921600.0,True,True,6,2.0,8.0,False,False,True,False,16.0,9.0
883,7,True,True,False,2017,329.0,210.0,125.0,8.9,1,8.0,283.0,70.7,0,4250.0,170.0,8.0,2304000.0,False,True,6,3.0,16.0,True,False,False,False,16.0,10.0
991,7,True,False,False,2012,155.0,125.0,63.0,12.3,1,4.0,233.0,57.8,0,2000.0,180.0,2.0,384000.0,False,True,4,0.5,4.0,False,True,False,False,5.0,3.0
876,7,True,True,False,2017,165.0,147.9,73.7,9.0,1,5.2,424.0,68.4,0,4000.0,200.0,8.0,2073600.0,True,True,4,3.0,32.0,False,False,True,False,16.0,9.0
773,5,True,False,False,2012,130.0,129.0,64.9,8.9,1,4.5,326.0,66.7,0,1800.0,290.0,4.0,921600.0,True,True,3,1.0,8.0,False,True,False,False,16.0,9.0
1219,9,True,True,False,2021,465.0,247.6,157.5,7.8,1,10.4,224.0,78.9,0,8200.0,200.0,8.0,2400000.0,False,True,7,3.0,32.0,False,False,True,False,5.0,3.0
1126,8,True,False,False,2014,121.0,129.6,66.0,9.8,1,4.7,234.0,71.2,0,2440.0,160.0,4.0,518400.0,True,True,6,1.0,8.0,True,False,False,False,16.0,9.0
4,0,True,True,False,2021,190.0,165.6,75.6,8.8,1,6.52,269.0,82.0,0,4000.0,130.0,8.0,1152000.0,True,True,4,3.0,32.0,False,False,True,False,20.0,9.0
2224,10,True,True,False,2014,120.0,131.1,64.8,9.1,6,4.5,326.0,65.7,0,2100.0,220.0,4.0,921600.0,True,True,1,1.5,16.0,True,False,False,False,16.0,9.0
1003,8,True,True,False,2020,186.0,165.0,76.7,8.4,1,6.6,266.0,83.1,0,4000.0,290.0,8.0,1152000.0,True,True,4,4.0,64.0,False,False,True,False,20.0,9.0
1595,13,True,True,False,2015,154.0,144.0,70.7,7.7,1,5.0,294.0,67.7,0,2400.0,220.0,8.0,921600.0,True,True,6,2.0,16.0,False,False,True,False,16.0,9.0
2184,10,True,True,False,2015,389.0,237.3,169.0,5.6,6,9.7,264.0,72.7,0,5870.0,270.0,8.0,3145728.0,True,True,6,3.0,32.0,False,False,True,False,4.0,3.0
263,3,True,True,True,2022,180.0,158.7,74.1,8.6,0,6.6,390.0,90.9,0,4200.0,230.0,8.0,2527200.0,True,False,4,8.0,256.0,False,False,True,False,5.0,9.0
2082,10,True,True,False,2018,482.0,249.3,164.3,7.1,6,10.5,287.0,78.6,0,7300.0,520.0,8.0,4096000.0,False,True,6,4.0,64.0,False,False,True,False,16.0,10.0
612,5,True,True,False,2019,178.0,156.1,73.9,8.3,1,6.26,412.0,83.4,0,4000.0,290.0,8.0,2527200.0,True,True,3,6.0,128.0,False,False,True,False,5.0,9.0
443,4,True,False,False,2014,130.0,125.7,65.0,10.5,7,4.0,233.0,55.7,0,1300.0,100.0,2.0,384000.0,True,True,4,0.5,4.0,True,False,False,False,5.0,3.0
1002,8,True,True,True,2020,202.4,166.4,77.2,8.4,1,6.7,393.0,84.4,0,4000.0,340.0,8.0,2592000.0,False,True,6,6.0,128.0,False,False,True,False,20.0,9.0
1077,8,True,True,False,2016,159.0,149.4,73.9,7.7,1,5.3,554.0,70.1,0,2800.0,300.0,4.0,3686400.0,True,True,6,4.0,32.0,False,False,True,False,16.0,9.0
2320,10,True,False,False,2011,130.0,130.0,70.0,10.0,6,4.52,206.0,63.9,0,1800.0,130.0,2.0,384000.0,True,True,1,1.0,16.0,False,True,False,False,5.0,3.0
837,7,True,True,True,2021,520.0,258.0,163.0,7.9,1,11.0,212.0,81.9,0,7700.0,500.0,8.0,2400000.0,False,False,6,6.0,128.0,False,False,True,False,5.0,3.0
681,5,True,True,False,2017,150.0,143.8,72.0,8.4,1,5.0,294.0,66.6,0,3000.0,140.0,4.0,921600.0,True,True,4,2.0,16.0,False,False,True,False,16.0,9.0
1715,12,True,True,False,2022,181.0,162.0,75.5,8.9,2,6.5,405.0,83.4,0,5000.0,89.47,8.0,2592000.0,False,True,4,4.0,64.0,False,False,True,False,20.0,9.0
304,3,True,False,False,2014,166.0,146.0,74.0,9.3,1,5.0,294.0,63.8,0,2000.0,110.0,4.0,921600.0,True,True,4,1.0,4.0,False,True,False,False,16.0,9.0
1365,11,True,True,False,2015,142.6,145.0,72.0,7.6,1,5.0,441.0,66.0,0,2600.0,110.0,8.0,2073600.0,True,True,4,3.0,16.0,False,False,True,False,16.0,9.0
2072,10,True,True,False,2019,168.0,155.3,73.9,7.9,2,6.3,409.0,84.9,0,3500.0,290.0,8.0,2527200.0,True,False,6,6.0,64.0,False,False,True,False,5.0,9.0
313,3,True,False,False,2014,109.0,137.5,67.5,7.8,1,4.7,312.0,65.6,0,1800.0,130.0,4.0,921600.0,True,True,4,1.0,4.0,True,False,False,False,16.0,9.0
149,2,True,True,True,2024,225.0,163.8,76.8,8.9,0,6.78,388.0,88.2,0,5500.0,1199.99,8.0,2592000.0,False,True,6,16.0,512.0,False,False,True,False,20.0,9.0
1148,8,True,True,False,2013,172.0,150.2,76.1,9.4,1,5.5,401.0,73.0,0,3140.0,400.0,4.0,2073600.0,True,True,6,2.0,16.0,True,False,False,False,16.0,9.0
1213,9,True,True,False,2022,178.0,164.8,75.9,8.6,1,6.52,269.0,82.1,0,5050.0,82.87,8.0,1152000.0,True,True,7,2.0,32.0,False,False,True,False,20.0,9.0
574,5,True,True,False,2020,197.0,163.5,76.5,9.0,1,6.63,397.0,84.8,0,4200.0,200.0,8.0,2592000.0,True,True,4,6.0,128.0,False,False,True,False,20.0,9.0
1721,12,True,True,False,2021,181.0,162.0,75.5,8.9,2,6.5,405.0,83.4,0,5000.0,181.9,8.0,2592000.0,False,True,4,4.0,128.0,False,False,True,False,20.0,9.0
1688,12,True,True,True,2022,203.0,163.6,74.6,8.2,0,6.73,521.0,89.6,0,4600.0,670.0,8.0,4608000.0,False,False,6,8.0,128.0,False,False,True,False,20.0,9.0
50,0,True,True,False,2015,125.0,132.2,65.1,10.0,7,4.5,218.0,64.8,0,1400.0,60.0,2.0,409920.0,True,True,4,0.5,4.0,True,False,False,False,16.0,9.0
853,7,True,True,False,2019,305.0,199.1,121.8,8.2,1,8.0,189.0,76.5,0,5000.0,140.0,4.0,1024000.0,True,True,4,2.0,16.0,False,False,True,False,16.0,10.0
1982,10,True,True,False,2021,189.0,159.9,75.1,8.4,6,6.5,407.0,84.1,0,4500.0,200.0,8.0,2592000.0,False,True,6,4.0,128.0,False,False,True,False,20.0,9.0
726,5,True,True,False,2014,160.0,142.9,72.0,8.5,1,5.0,294.0,67.0,0,2000.0,180.0,4.0,921600.0,True,True,6,1.0,8.0,True,False,False,False,16.0,9.0
1823,12,True,True,False,2019,196.0,157.2,74.6,8.5,6,6.39,403.0,85.5,0,4000.0,500.0,8.0,2527200.0,True,False,6,8.0,128.0,False,False,True,False,5.0,9.0
833,7,True,True,False,2022,375.0,207.1,128.1,7.9,1,8.8,343.0,84.6,0,6550.0,360.0,8.0,4096000.0,False,True,6,8.0,128.0,False,False,True,False,16.0,10.0
1377,11,True,True,False,2015,135.0,133.0,71.0,10.8,1,4.7,234.0,64.5,0,2300.0,150.0,4.0,518400.0,True,True,4,1.0,8.0,True,False,False,False,16.0,9.0
1115,8,True,True,False,2014,154.0,146.3,74.6,9.1,1,5.5,534.0,76.4,0,3000.0,330.0,4.0,3686400.0,True,True,6,3.0,32.0,True,False,False,False,16.0,9.0
1166,8,True,False,False,2012,168.0,139.6,90.4,8.5,1,5.0,256.0,61.3,0,2100.0,210.0,4.0,786432.0,True,True,5,1.0,32.0,True,False,False,False,4.0,3.0
1906,12,True,False,False,2014,158.0,137.0,69.0,9.9,1,4.7,312.0,64.4,0,2000.0,90.0,4.0,921600.0,True,True,6,1.0,8.0,False,True,False,False,16.0,9.0
971,7,True,False,False,2013,401.0,213.0,144.0,7.3,1,8.0,189.0,60.5,0,6000.0,190.0,4.0,1024000.0,False,True,4,1.0,16.0,True,False,False,False,16.0,10.0
399,4,True,True,False,2016,140.1,147.3,71.1,8.4,1,5.0,294.0,65.8,0,2000.0,70.0,4.0,921600.0,False,True,6,1.5,8.0,False,False,True,False,16.0,9.0
19,0,True,True,False,2019,153.2,149.1,72.2,8.9,1,5.5,195.0,72.5,0,2460.0,80.0,8.0,460800.0,True,True,7,1.0,16.0,False,False,True,False,18.0,9.0
684,5,True,True,False,2017,165.0,153.5,74.2,7.0,1,5.5,540.0,71.6,0,3750.0,240.0,8.0,3686400.0,False,True,3,4.0,64.0,False,False,True,False,16.0,9.0
35,0,True,True,False,2016,163.9,150.9,77.0,8.1,1,5.5,267.0,71.8,0,2500.0,80.0,4.0,921600.0,True,True,6,2.0,16.0,False,False,True,False,16.0,9.0
2219,10,True,True,False,2014,194.0,163.6,84.9,8.6,1,6.0,245.0,71.5,0,2800.0,340.0,4.0,921600.0,True,True,6,1.5,16.0,True,False,False,False,16.0,9.0
524,4,True,False,False,2010,180.0,119.0,60.4,14.2,2,3.7,252.0,54.2,0,1300.0,100.0,5.847807757166947,384000.0,True,True,6,0.5,1.5,False,True,False,False,5.0,3.0
920,7,True,True,False,2015,128.0,141.0,70.0,8.2,1,5.0,294.0,69.8,0,2300.0,150.0,4.0,921600.0,False,True,6,1.0,8.0,True,False,False,False,16.0,9.0
1841,12,True,True,False,2019,173.0,157.5,74.7,7.6,6,6.39,403.0,85.2,0,3300.0,530.0,8.0,2527200.0,True,False,6,8.0,256.0,False,False,True,False,5.0,9.0
1890,12,True,True,False,2016,129.0,144.6,69.2,7.3,1,5.15,428.0,73.1,0,3000.0,240.0,4.0,2073600.0,True,True,6,3.0,32.0,False,False,True,False,16.0,9.0
537,5,True,True,True,2023,225.0,163.7,79.0,8.1,3,6.82,440.0,88.5,1,5000.0,890.0,8.0,3427200.0,False,False,3,12.0,256.0,False,False,True,False,5.0,9.0
1705,12,True,True,True,2022,195.0,163.2,76.0,7.7,0,6.67,395.0,86.6,0,4500.0,260.0,8.0,2592000.0,False,False,6,6.0,128.0,False,False,True,False,20.0,9.0
2295,10,True,True,False,2012,458.0,230.9,157.8,8.6,2,8.9,170.0,63.0,0,6100.0,220.0,2.0,1024000.0,False,True,5,1.0,16.0,False,True,False,False,16.0,10.0
245,2,True,False,False,2014,196.0,166.9,84.3,9.9,1,6.0,245.0,70.5,0,3300.0,250.0,2.0,921600.0,True,True,2,2.0,16.0,True,False,False,False,16.0,9.0
784,5,True,False,False,2010,130.0,120.0,62.0,11.6,7,3.8,246.0,55.2,0,1500.0,100.0,5.847807757166947,384000.0,True,True,6,0.5,2.0,False,True,False,False,5.0,3.0
1409,11,True,True,False,2013,495.0,266.0,172.0,6.9,2,10.1,224.0,64.7,0,6000.0,350.0,4.0,2304000.0,False,True,6,2.0,16.0,True,False,False,False,16.0,10.0
154,2,True,True,True,2021,169.0,148.0,68.5,8.9,6,5.9,446.0,82.9,0,4000.0,402.5,8.0,2592000.0,False,True,6,6.0,128.0,False,False,True,False,20.0,9.0
1686,12,True,True,True,2022,202.0,163.1,75.9,8.6,3,6.67,446.0,86.7,0,5000.0,430.0,8.0,3308640.0,False,False,6,8.0,128.0,False,False,True,False,20.0,9.0
625,5,True,True,False,2019,159.0,152.9,72.7,7.4,1,6.15,415.0,84.2,0,3340.0,420.0,8.0,2496960.0,True,True,3,4.0,64.0,False,False,True,False,3.0,9.0
2252,10,True,True,False,2013,134.2,132.4,65.7,9.8,7,4.5,245.0,64.2,0,2100.0,210.0,2.0,518400.0,True,True,6,1.5,8.0,True,False,False,False,16.0,9.0
1346,11,True,True,False,2017,140.0,129.0,65.0,9.3,1,4.6,319.0,69.6,0,2700.0,300.0,8.0,921600.0,False,True,6,4.0,32.0,False,False,True,False,16.0,9.0
